Episode,Reward
957,-164.33673763275146
958,-138.36734974384308
959,-158.57143115997314
960,-148.4821456670761
961,-132.60204350948334
962,-147.02806329727173
963,-164.33673763275146
964,-134.05612540245056
965,-160.01275837421417
966,-138.3673495054245
967,-154.2346966266632
968,-136.9387778043747
969,-145.59949278831482
970,-157.11734879016876
971,-154.2219409942627
972,-175.84183990955353
973,-145.58673739433289
974,-142.7168391942978
975,-147.02806425094604
976,-141.28826820850372
977,-134.0688806772232
978,-148.46939027309418
979,-139.82143115997314
980,-155.67602264881134
981,-158.54592192173004
982,-144.1581666469574
983,-149.91071689128876
984,-149.92347121238708
985,-147.0280635356903
986,-141.26275825500488
987,-149.89796197414398
988,-158.5459212064743
989,-142.70408356189728
990,-142.71683967113495
991,-138.3928599357605
992,-151.3647973537445
993,-147.02806401252747
994,-129.7321447134018
995,-147.04081857204437
996,-141.27551329135895
997,-148.48214495182037
998,-141.2755125761032
999,-151.3520429134369
1000,-165.76530861854553
1001,-158.57143139839172
1002,-144.1326562166214
1003,-144.13265597820282
1004,-122.52551233768463
1005,-142.71683990955353
1006,-147.02806401252747
1007,-141.27551233768463
1008,-149.89796197414398
1009,-129.75765585899353
1010,-164.33673739433289
1011,-154.221941947937
1012,-144.1581654548645
1013,-135.51020634174347
1014,-170.07653391361237
1015,-131.1862268447876
1016,-155.66326785087585
1017,-138.39286017417908
1018,-126.83673691749573
1019,-155.68877851963043
1020,-155.66326880455017
1021,-149.92347264289856
1022,-134.05612444877625
1023,-136.92602264881134
1024,-148.4821459054947
1025,-172.9719409942627
1026,-151.3647985458374
1027,-135.49745166301727
1028,-147.0408192873001
1029,-148.46939051151276
1030,-160.00000309944153
1031,-126.88775765895844
1032,-162.86990082263947
1033,-144.14541113376617
1034,-168.66071736812592
1035,-141.26275777816772
1036,-142.70408380031586
1037,-144.1454108953476
1038,-148.4821456670761
1039,-134.08163464069366
1040,-123.97959423065186
1041,-155.6887789964676
1042,-164.3367359638214
1043,-129.7449003458023
1044,-151.35204339027405
1045,-152.80612421035767
1046,-139.83418679237366
1047,-161.46683883666992
1048,-135.49745190143585
1049,-138.40561532974243
1050,-136.95153331756592
1051,-149.91071617603302
1052,-132.64030849933624
1053,-139.82143139839172
1054,-165.75255370140076
1055,-154.24745213985443
1056,-149.89796245098114
1057,-132.61479830741882
1058,-138.38010501861572
1059,-157.1301040649414
1060,-157.1173495054245
1061,-138.39285969734192
1062,-145.58673763275146
1063,-138.40561509132385
1064,-144.15816593170166
1065,-154.2346966266632
1066,-136.9642882347107
1067,-131.1734722852707
1068,-134.0561249256134
1069,-135.49745118618011
1070,-141.262757062912
1071,-139.83418655395508
1072,-157.10459506511688
1073,-126.8622477054596
1074,-154.24745166301727
1075,-141.2755128145218
1076,-144.13265550136566
1077,-148.46939027309418
1078,-161.46683931350708
1079,-160.01275765895844
1080,-149.91071736812592
1081,-155.67602336406708
1082,-165.76530861854553
1083,-158.55867624282837
1084,-149.91071784496307
1085,-161.4285740852356
1086,-154.2346966266632
1087,-155.7270439863205
1088,-119.66836988925934
1089,-162.88265573978424
1090,-122.53826797008514
1091,-167.20663583278656
1092,-148.4566352367401
1093,-142.70408403873444
1094,-132.61479806900024
1095,-136.9387778043747
1096,-144.15816593170166
1097,-135.51020658016205
1098,-123.97959423065186
1099,-139.82143092155457
1100,-131.1862268447876
1101,-141.2627580165863
1102,-139.8086757659912
1103,-142.70408427715302
1104,-157.1173495054245
1105,-151.36479902267456
1106,-142.69132924079895
1107,-152.79336977005005
1108,-161.44132912158966
1109,-142.7168391942978
1110,-132.61479830741882
1111,-144.13265573978424
1112,-139.84694111347198
1113,-128.29081892967224
1114,-142.7168391942978
1115,-135.48469710350037
1116,-122.53826749324799
1117,-158.55867648124695
1118,-135.4974514245987
1119,-151.36479878425598
1120,-148.46939051151276
1121,-134.06887996196747
1122,-157.10459458827972
1123,-132.6530636548996
1124,-147.05357325077057
1125,-138.38010501861572
1126,-154.24745166301727
1127,-154.26020658016205
1128,-151.33928859233856
1129,-131.18622732162476
1130,-125.42092084884644
1131,-119.6301041841507
1132,-149.91071712970734
1133,-152.79337000846863
1134,-159.9872477054596
1135,-158.55867719650269
1136,-164.31122744083405
1137,-151.3775544166565
1138,-162.90816640853882
1139,-152.8188806772232
1140,-160.01275742053986
1141,-149.91071712970734
1142,-161.45408380031586
1143,-154.23469638824463
1144,-139.8341863155365
1145,-160.012757897377
1146,-139.83418607711792
1147,-141.26275849342346
1148,-135.5102061033249
1149,-151.36479830741882
1150,-141.26275777816772
1151,-139.83418607711792
1152,-154.23469710350037
1153,-148.4821459054947
1154,-147.0153088569641
1155,-142.71683967113495
1156,-138.39286017417908
1157,-158.57143187522888
1158,-131.18622756004333
1159,-135.5102058649063
1160,-152.81888020038605
1161,-165.7780646085739
1162,-144.13265573978424
1163,-144.13265573978424
1164,-148.45663499832153
1165,-147.04081904888153
1166,-157.11735022068024
1167,-152.80612516403198
1168,-149.92347168922424
1169,-125.40816593170166
1170,-164.32398295402527
1171,-160.01275837421417
1172,-134.08163440227509
1173,-125.43367624282837
1174,-141.25000190734863
1175,-134.06888043880463
1176,-134.06888020038605
1177,-135.5102070569992
1178,-158.54592072963715
1179,-151.33928859233856
1180,-149.89796245098114
1181,-145.59949278831482
1182,-145.5739825963974
1183,-139.83418583869934
1184,-141.28826773166656
1185,-125.42092108726501
1186,-129.7449003458023
1187,-122.53826773166656
1188,-154.23469638824463
1189,-136.93877851963043
1190,-147.0535739660263
1191,-149.92347240447998
1192,-135.51020634174347
1193,-132.64030873775482
1194,-129.73214519023895
1195,-154.26020729541779
1196,-152.81888091564178
1197,-158.5841864347458
1198,-145.58673739433289
1199,-138.39285922050476
1200,-149.91071712970734
1201,-161.42857480049133
1202,-132.61479830741882
1203,-121.08418583869934
1204,-157.11735022068024
1205,-138.39286017417908
1206,-132.61479878425598
1207,-134.06888020038605
1208,-152.79336953163147
1209,-144.15816521644592
1210,-129.74490082263947
1211,-162.89541172981262
1212,-131.18622732162476
1213,-144.15816593170166
1214,-132.64030849933624
1215,-149.8979617357254
1216,-128.2780635356903
1217,-149.92347240447998
1218,-142.69132924079895
1219,-142.70408427715302
1220,-152.79336977005005
1221,-149.91071736812592
1222,-144.13265597820282
1223,-139.83418655395508
1224,-138.38010430335999
1225,-136.96428775787354
1226,-119.63010442256927
1227,-147.04081881046295
1228,-154.2474514245987
1229,-160.00000286102295
1230,-154.24745118618011
1231,-144.15816593170166
1232,-139.82143115997314
1233,-118.18877804279327
1234,-136.92602336406708
1235,-147.04081857204437
1236,-158.5586760044098
1237,-144.1454108953476
1238,-132.61479902267456
1239,-132.62755370140076
1240,-147.02806425094604
1241,-136.95153331756592
1242,-142.72959423065186
1243,-142.6913287639618
1244,-147.04081881046295
1245,-147.0280647277832
1246,-135.51020729541779
1247,-154.23469710350037
1248,-134.06888020038605
1249,-141.26275777816772
1250,-142.7040845155716
