Episode,Reward,Violations,Invalid_Assignments,Non_Violated_Assignments
996,9040.0,26,26,1150
997,9420.0,22,22,1154
998,9210.0,25,25,1151
999,9770.0,19,19,1157
1000,9190.0,25,25,1151
1001,9820.0,18,18,1158
1002,10300.0,14,14,1162
1003,7850.0,37,37,1139
1004,9780.0,18,18,1158
1005,9140.0,24,24,1152
1006,9620.0,20,20,1156
1007,9930.0,17,17,1159
1008,8940.0,26,26,1150
1009,8860.0,28,28,1148
1010,9110.0,25,25,1151
1011,8570.0,31,31,1145
1012,9880.0,18,18,1158
1013,9860.0,18,18,1158
1014,9310.0,23,23,1153
1015,9440.0,22,22,1154
1016,10040.0,16,16,1160
1017,8900.0,28,28,1148
1018,9350.0,23,23,1153
1019,9570.0,21,21,1155
1020,9360.0,22,22,1154
1021,9490.0,21,21,1155
1022,9240.0,24,24,1152
1023,9130.0,25,25,1151
1024,8850.0,27,27,1149
1025,9660.0,20,20,1156
1026,9440.0,22,22,1154
1027,10130.0,15,15,1161
1028,8810.0,29,29,1147
1029,10500.0,12,12,1164
1030,9380.0,22,22,1154
1031,9350.0,23,23,1153
1032,9640.0,20,20,1156
1033,9660.0,20,20,1156
1034,9130.0,25,25,1151
1035,9410.0,23,23,1153
1036,9090.0,25,25,1151
1037,9480.0,22,22,1154
1038,9680.0,20,20,1156
1039,9440.0,22,22,1154
1040,9570.0,21,21,1155
1041,9090.0,25,25,1151
1042,9880.0,18,18,1158
1043,10190.0,15,15,1161
1044,10590.0,11,11,1165
1045,9620.0,20,20,1156
1046,9620.0,20,20,1156
1047,9590.0,21,21,1155
1048,9460.0,22,22,1154
1049,10020.0,16,16,1160
1050,9000.0,26,26,1150
1051,8960.0,26,26,1150
1052,9480.0,22,22,1154
1053,9420.0,22,22,1154
1054,9170.0,25,25,1151
1055,9310.0,23,23,1153
1056,9700.0,20,20,1156
1057,10100.0,16,16,1160
1058,10680.0,10,10,1166
1059,9950.0,17,17,1159
1060,9820.0,18,18,1158
1061,9770.0,19,19,1157
1062,10250.0,15,15,1161
1063,9030.0,27,27,1149
1064,9260.0,24,24,1152
1065,10320.0,14,14,1162
1066,9480.0,22,22,1154
1067,9000.0,26,26,1150
1068,9350.0,23,23,1153
1069,9130.0,25,25,1151
1070,8230.0,33,33,1143
1071,9460.0,22,22,1154
1072,9730.0,19,19,1157
1073,9880.0,18,18,1158
1074,9460.0,22,22,1154
1075,10340.0,14,14,1162
1076,9310.0,23,23,1153
1077,9790.0,19,19,1157
1078,9310.0,23,23,1153
1079,10460.0,12,12,1164
1080,9310.0,23,23,1153
1081,9860.0,18,18,1158
1082,9710.0,19,19,1157
1083,9680.0,20,20,1156
1084,10390.0,13,13,1163
1085,9810.0,19,19,1157
1086,10010.0,17,17,1159
1087,9420.0,22,22,1154
1088,9240.0,24,24,1152
1089,9270.0,23,23,1153
1090,9330.0,23,23,1153
1091,8440.0,32,32,1144
1092,10170.0,15,15,1161
1093,10060.0,16,16,1160
1094,9050.0,25,25,1151
1095,9330.0,23,23,1153
1096,8340.0,32,32,1144
1097,9330.0,23,23,1153
1098,9110.0,25,25,1151
1099,9720.0,20,20,1156
1100,9370.0,23,23,1153
1101,8280.0,34,34,1142
1102,9530.0,21,21,1155
1103,9510.0,21,21,1155
1104,9460.0,22,22,1154
1105,8840.0,30,30,1146
1106,9570.0,21,21,1155
1107,9970.0,17,17,1159
1108,10060.0,16,16,1160
1109,9580.0,20,20,1156
1110,9730.0,19,19,1157
1111,9970.0,17,17,1159
1112,9260.0,24,24,1152
1113,9140.0,24,24,1152
1114,8800.0,28,28,1148
1115,8840.0,28,28,1148
1116,8180.0,34,34,1142
1117,9480.0,22,22,1154
1118,9570.0,21,21,1155
1119,8540.0,30,30,1146
1120,9290.0,23,23,1153
1121,9370.0,23,23,1153
1122,9620.0,20,20,1156
1123,9690.0,19,19,1157
1124,9630.0,21,21,1155
1125,9660.0,20,20,1156
1126,9460.0,22,22,1154
1127,9350.0,23,23,1153
1128,9330.0,23,23,1153
1129,10280.0,14,14,1162
1130,9990.0,17,17,1159
1131,10390.0,13,13,1163
1132,9770.0,19,19,1157
1133,9840.0,18,18,1158
1134,9650.0,21,21,1155
1135,9020.0,27,27,1149
1136,9790.0,19,19,1157
1137,8110.0,35,35,1141
1138,9610.0,21,21,1155
1139,9510.0,21,21,1155
1140,10060.0,16,16,1160
1141,8410.0,33,33,1143
1142,10260.0,14,14,1162
1143,8930.0,27,27,1149
1144,9750.0,19,19,1157
1145,10100.0,16,16,1160
1146,8980.0,26,26,1150
1147,9080.0,27,27,1149
1148,9030.0,27,27,1149
1149,9660.0,20,20,1156
1150,9350.0,23,23,1153
1151,8780.0,28,28,1148
1152,9040.0,26,26,1150
1153,9600.0,20,20,1156
1154,9150.0,25,25,1151
1155,9870.0,19,19,1157
1156,10150.0,15,15,1161
1157,9550.0,21,21,1155
1158,9950.0,17,17,1159
1159,8930.0,27,27,1149
1160,9130.0,25,25,1151
1161,8650.0,29,29,1147
1162,9680.0,20,20,1156
1163,8820.0,28,28,1148
1164,9240.0,24,24,1152
1165,9180.0,24,24,1152
1166,9200.0,24,24,1152
1167,9750.0,19,19,1157
1168,9090.0,25,25,1151
1169,9280.0,24,24,1152
1170,10370.0,13,13,1163
1171,8960.0,26,26,1150
1172,9640.0,20,20,1156
1173,9950.0,17,17,1159
1174,9800.0,18,18,1158
1175,9920.0,18,18,1158
1176,9690.0,19,19,1157
1177,9420.0,22,22,1154
1178,9640.0,20,20,1156
1179,8950.0,27,27,1149
1180,9680.0,20,20,1156
1181,10020.0,16,16,1160
1182,9130.0,25,25,1151
1183,9840.0,18,18,1158
1184,8910.0,27,27,1149
1185,9620.0,20,20,1156
1186,10410.0,13,13,1163
1187,9310.0,23,23,1153
1188,9950.0,17,17,1159
1189,10460.0,12,12,1164
1190,7990.0,35,35,1141
1191,9480.0,22,22,1154
1192,9700.0,20,20,1156
1193,9900.0,18,18,1158
1194,9910.0,17,17,1159
1195,9000.0,26,26,1150
1196,9420.0,22,22,1154
1197,9660.0,20,20,1156
1198,9130.0,25,25,1151
1199,9510.0,21,21,1155
1200,9480.0,22,22,1154
1201,10170.0,15,15,1161
1202,9070.0,27,27,1149
1203,9950.0,17,17,1159
1204,10790.0,9,9,1167
1205,9170.0,25,25,1151
1206,9310.0,23,23,1153
1207,10130.0,15,15,1161
1208,9970.0,17,17,1159
1209,9970.0,17,17,1159
1210,8480.0,32,32,1144
1211,9630.0,21,21,1155
1212,8760.0,28,28,1148
1213,9350.0,23,23,1153
1214,9880.0,18,18,1158
1215,9840.0,18,18,1158
1216,9490.0,21,21,1155
1217,10260.0,14,14,1162
1218,9550.0,21,21,1155
1219,9400.0,22,22,1154
1220,9090.0,25,25,1151
1221,9620.0,20,20,1156
1222,10300.0,14,14,1162
1223,9690.0,19,19,1157
1224,8860.0,28,28,1148
1225,8970.0,27,27,1149
1226,9770.0,19,19,1157
1227,9260.0,24,24,1152
1228,9500.0,22,22,1154
1229,10230.0,15,15,1161
1230,8820.0,28,28,1148
1231,8920.0,28,28,1148
1232,10010.0,17,17,1159
1233,9710.0,19,19,1157
1234,8930.0,27,27,1149
1235,9070.0,25,25,1151
1236,9310.0,23,23,1153
1237,10080.0,16,16,1160
1238,8860.0,28,28,1148
1239,9570.0,22,22,1154
1240,9530.0,21,21,1155
1241,9070.0,25,25,1151
1242,9400.0,22,22,1154
1243,9040.0,26,26,1150
1244,9330.0,23,23,1153
1245,9180.0,24,24,1152
1246,9060.0,26,26,1150
1247,8960.0,26,26,1150
1248,9440.0,22,22,1154
1249,9380.0,22,22,1154
1250,10660.0,10,10,1166
1251,9640.0,20,20,1156
1252,9180.0,24,24,1152
1253,9570.0,21,21,1155
1254,9000.0,26,26,1150
1255,9440.0,22,22,1154
1256,9750.0,19,19,1157
1257,10150.0,15,15,1161
1258,9330.0,23,23,1153
1259,9320.0,24,24,1152
1260,9130.0,25,25,1151
1261,9950.0,17,17,1159
1262,9910.0,17,17,1159
1263,9970.0,17,17,1159
1264,9750.0,19,19,1157
1265,8710.0,29,29,1147
1266,8820.0,28,28,1148
1267,9350.0,23,23,1153
1268,9220.0,24,24,1152
1269,9710.0,19,19,1157
1270,9990.0,17,17,1159
1271,9840.0,18,18,1158
1272,9440.0,22,22,1154
1273,9480.0,22,22,1154
1274,10500.0,12,12,1164
1275,8650.0,29,29,1147
1276,9030.0,25,25,1151
1277,9570.0,21,21,1155
1278,8720.0,28,28,1148
1279,9620.0,20,20,1156
1280,9990.0,17,17,1159
1281,9710.0,19,19,1157
1282,9940.0,18,18,1158
1283,9440.0,22,22,1154
1284,9800.0,18,18,1158
1285,9370.0,23,23,1153
1286,9950.0,17,17,1159
1287,10280.0,14,14,1162
1288,10480.0,12,12,1164
1289,8410.0,31,31,1145
1290,10080.0,16,16,1160
1291,10080.0,16,16,1160
1292,9970.0,17,17,1159
1293,8590.0,31,31,1145
1294,9570.0,21,21,1155
1295,9370.0,23,23,1153
1296,9620.0,20,20,1156
1297,9330.0,23,23,1153
1298,10630.0,11,11,1165
1299,10000.0,16,16,1160
1300,10080.0,16,16,1160
1301,9530.0,21,21,1155
1302,8520.0,30,30,1146
1303,8500.0,31,31,1145
1304,9330.0,23,23,1153
1305,8230.0,36,36,1140
1306,8300.0,32,32,1144
1307,9790.0,19,19,1157
1308,8800.0,28,28,1148
1309,9460.0,22,22,1154
1310,10440.0,12,12,1164
1311,9050.0,25,25,1151
1312,8850.0,27,27,1149
1313,8980.0,26,26,1150
1314,9000.0,26,26,1150
1315,8720.0,28,28,1148
1316,9420.0,22,22,1154
1317,9610.0,21,21,1155
1318,9420.0,22,22,1154
1319,9350.0,23,23,1153
1320,9440.0,22,22,1154
1321,9750.0,19,19,1157
1322,9040.0,26,26,1150
1323,8670.0,29,29,1147
1324,9350.0,23,23,1153
1325,9060.0,26,26,1150
1326,10010.0,17,17,1159
1327,8710.0,29,29,1147
1328,9690.0,19,19,1157
1329,9060.0,26,26,1150
1330,7790.0,37,37,1139
1331,9180.0,24,24,1152
1332,8930.0,27,27,1149
1333,9530.0,21,21,1155
1334,8810.0,29,29,1147
1335,9300.0,24,24,1152
1336,9230.0,25,25,1151
1337,10240.0,14,14,1162
1338,7700.0,42,42,1134
1339,9450.0,21,21,1155
1340,9800.0,18,18,1158
1341,9400.0,22,22,1154
1342,8490.0,31,31,1145
1343,10060.0,16,16,1160
1344,8940.0,28,28,1148
1345,9140.0,26,26,1150
1346,9130.0,25,25,1151
1347,10300.0,14,14,1162
1348,9660.0,20,20,1156
1349,9790.0,19,19,1157
1350,9130.0,25,25,1151
1351,10210.0,15,15,1161
1352,9660.0,20,20,1156
1353,9110.0,25,25,1151
1354,10020.0,16,16,1160
1355,9930.0,17,17,1159
1356,9110.0,25,25,1151
1357,9090.0,25,25,1151
1358,9530.0,21,21,1155
1359,9620.0,20,20,1156
1360,9400.0,22,22,1154
1361,9390.0,23,23,1153
1362,10040.0,16,16,1160
1363,10190.0,15,15,1161
1364,9910.0,17,17,1159
1365,9620.0,20,20,1156
1366,9850.0,19,19,1157
1367,10140.0,16,16,1160
1368,9530.0,21,21,1155
1369,9110.0,25,25,1151
1370,10240.0,14,14,1162
1371,9420.0,22,22,1154
1372,9000.0,26,26,1150
1373,9130.0,25,25,1151
1374,10040.0,16,16,1160
1375,9240.0,24,24,1152
1376,9800.0,18,18,1158
1377,9680.0,20,20,1156
1378,9150.0,25,25,1151
1379,8710.0,29,29,1147
1380,9000.0,26,26,1150
1381,10000.0,16,16,1160
1382,9620.0,20,20,1156
1383,8720.0,28,28,1148
1384,9620.0,20,20,1156
1385,9840.0,18,18,1158
1386,8840.0,28,28,1148
1387,9180.0,24,24,1152
1388,9640.0,20,20,1156
1389,9550.0,21,21,1155
1390,8890.0,27,27,1149
1391,8770.0,29,29,1147
1392,9700.0,20,20,1156
1393,8990.0,27,27,1149
1394,9000.0,26,26,1150
1395,9600.0,20,20,1156
1396,9170.0,25,25,1151
1397,9790.0,19,19,1157
1398,9640.0,20,20,1156
1399,9080.0,26,26,1150
1400,9790.0,19,19,1157
1401,9930.0,17,17,1159
1402,9420.0,22,22,1154
