Episode,Reward,Violations,Invalid_Assignments,Non_Violated_Assignments
265,8790.0,29,29,1147
266,8990.0,28,28,1148
267,8440.0,32,32,1144
268,8380.0,32,32,1144
269,9170.0,25,25,1151
270,7960.0,36,36,1140
271,8710.0,29,29,1147
272,8650.0,29,29,1147
273,8310.0,35,35,1141
274,8550.0,31,31,1145
275,9310.0,23,23,1153
276,8750.0,29,29,1147
277,8990.0,27,27,1149
278,9260.0,24,24,1152
279,9810.0,19,19,1157
280,9550.0,21,21,1155
281,8360.0,34,34,1142
282,8780.0,31,31,1145
283,9940.0,18,18,1158
284,9350.0,23,23,1153
285,8640.0,30,30,1146
286,9860.0,18,18,1158
287,8660.0,30,30,1146
288,8950.0,27,27,1149
289,8270.0,33,33,1143
290,9520.0,22,22,1154
291,8520.0,34,34,1142
292,9000.0,26,26,1150
293,9290.0,23,23,1153
294,8900.0,28,28,1148
295,9440.0,22,22,1154
296,9220.0,24,24,1152
297,9210.0,25,25,1151
298,8760.0,30,30,1146
299,9060.0,27,27,1149
300,9630.0,21,21,1155
301,9500.0,24,24,1152
302,5810.0,64,64,1112
303,8690.0,31,31,1145
304,7020.0,50,50,1126
305,10060.0,16,16,1160
306,8360.0,32,32,1144
307,9500.0,22,22,1154
308,8490.0,34,34,1142
309,7990.0,37,37,1139
310,9860.0,18,18,1158
311,9040.0,26,26,1150
312,10060.0,16,16,1160
313,9120.0,26,26,1150
314,8800.0,28,28,1148
315,9730.0,19,19,1157
316,8750.0,29,29,1147
317,9200.0,24,24,1152
318,8520.0,32,32,1144
319,8460.0,32,32,1144
320,7820.0,38,38,1138
321,8880.0,28,28,1148
322,9520.0,22,22,1154
323,8540.0,31,31,1145
324,8670.0,29,29,1147
325,9260.0,24,24,1152
326,8340.0,32,32,1144
327,9930.0,17,17,1159
328,8980.0,26,26,1150
329,9530.0,21,21,1155
330,7660.0,42,42,1134
331,9330.0,23,23,1153
332,9540.0,22,22,1154
333,9040.0,26,26,1150
334,9390.0,23,23,1153
335,8670.0,29,29,1147
336,8800.0,30,30,1146
337,8830.0,29,29,1147
338,9110.0,25,25,1151
339,9580.0,22,22,1154
340,7730.0,41,41,1135
341,9420.0,22,22,1154
342,9150.0,25,25,1151
343,9660.0,20,20,1156
344,8880.0,28,28,1148
345,8450.0,33,33,1143
346,8960.0,26,26,1150
347,9240.0,24,24,1152
348,9730.0,19,19,1157
349,9180.0,24,24,1152
350,9200.0,24,24,1152
351,9280.0,24,24,1152
352,8450.0,31,31,1145
353,9040.0,26,26,1150
354,9040.0,26,26,1150
355,9370.0,23,23,1153
356,8890.0,27,27,1149
357,8950.0,27,27,1149
358,8690.0,29,29,1147
359,8880.0,28,28,1148
360,9060.0,26,26,1150
361,8000.0,36,36,1140
362,7930.0,41,41,1135
363,9820.0,18,18,1158
364,8440.0,33,33,1143
365,9690.0,19,19,1157
366,9440.0,22,22,1154
367,9750.0,19,19,1157
368,8750.0,29,29,1147
369,9070.0,25,25,1151
370,8450.0,31,31,1145
371,9600.0,20,20,1156
372,10060.0,16,16,1160
373,10010.0,17,17,1159
374,8990.0,27,27,1149
375,8780.0,28,28,1148
376,8360.0,32,32,1144
377,9660.0,20,20,1156
378,9510.0,21,21,1155
379,8150.0,35,35,1141
380,9800.0,20,20,1156
381,8710.0,29,29,1147
382,9170.0,25,25,1151
383,8820.0,28,28,1148
384,8590.0,31,31,1145
385,8750.0,29,29,1147
386,9440.0,22,22,1154
387,10160.0,16,16,1160
388,9860.0,18,18,1158
389,8170.0,35,35,1141
390,8310.0,33,33,1143
391,9730.0,19,19,1157
392,9800.0,20,20,1156
393,7430.0,44,44,1132
394,9370.0,23,23,1153
395,9790.0,19,19,1157
396,9800.0,18,18,1158
397,9620.0,20,20,1156
398,9280.0,24,24,1152
399,9530.0,21,21,1155
400,9620.0,20,20,1156
401,9310.0,23,23,1153
402,9460.0,22,22,1154
403,9200.0,24,24,1152
404,8180.0,36,36,1140
405,8390.0,33,33,1143
406,9640.0,20,20,1156
407,8420.0,32,32,1144
408,9630.0,21,21,1155
409,8490.0,31,31,1145
410,9110.0,25,25,1151
411,9180.0,24,24,1152
412,9540.0,22,22,1154
413,8620.0,30,30,1146
414,8930.0,27,27,1149
415,9180.0,24,24,1152
416,9150.0,25,25,1151
417,8680.0,30,30,1146
418,9680.0,20,20,1156
419,9970.0,17,17,1159
420,8540.0,30,30,1146
421,9340.0,24,24,1152
422,9030.0,27,27,1149
423,9310.0,23,23,1153
424,9190.0,25,25,1151
425,8950.0,27,27,1149
426,8810.0,29,29,1147
427,9330.0,23,23,1153
428,8380.0,32,32,1144
429,9210.0,25,25,1151
430,8990.0,27,27,1149
431,9240.0,24,24,1152
432,9820.0,18,18,1158
433,9640.0,20,20,1156
434,9320.0,24,24,1152
435,9470.0,21,21,1155
436,9530.0,21,21,1155
437,9840.0,18,18,1158
438,8950.0,27,27,1149
439,9130.0,25,25,1151
440,9950.0,17,17,1159
441,9270.0,25,25,1151
442,9600.0,20,20,1156
443,9450.0,23,23,1153
444,9620.0,20,20,1156
445,9940.0,18,18,1158
446,9930.0,17,17,1159
447,9400.0,22,22,1154
448,9530.0,21,21,1155
449,8050.0,37,37,1139
450,9160.0,24,24,1152
451,8920.0,29,29,1147
452,9400.0,22,22,1154
453,9280.0,24,24,1152
454,8700.0,30,30,1146
455,7400.0,42,42,1134
456,9160.0,26,26,1150
457,8910.0,27,27,1149
458,9530.0,21,21,1155
459,9040.0,26,26,1150
460,9860.0,18,18,1158
461,9230.0,25,25,1151
462,10050.0,17,17,1159
463,9110.0,25,25,1151
464,9100.0,26,26,1150
465,8130.0,35,35,1141
466,9550.0,21,21,1155
467,9170.0,25,25,1151
468,8910.0,27,27,1149
469,9510.0,21,21,1155
470,8890.0,27,27,1149
471,9100.0,26,26,1150
472,8740.0,30,30,1146
473,8580.0,30,30,1146
474,8100.0,36,36,1140
475,8470.0,31,31,1145
476,9730.0,19,19,1157
477,9770.0,19,19,1157
478,10010.0,17,17,1159
479,8510.0,31,31,1145
480,8580.0,30,30,1146
481,9500.0,22,22,1154
482,9640.0,20,20,1156
483,9090.0,25,25,1151
484,9150.0,25,25,1151
485,9310.0,23,23,1153
486,8620.0,30,30,1146
487,9730.0,19,19,1157
488,9150.0,25,25,1151
489,8490.0,32,32,1144
490,8420.0,32,32,1144
491,9650.0,21,21,1155
492,8720.0,30,30,1146
493,9660.0,20,20,1156
494,9060.0,26,26,1150
495,8690.0,29,29,1147
496,7940.0,36,36,1140
497,9770.0,19,19,1157
498,9500.0,22,22,1154
499,9410.0,23,23,1153
500,9750.0,19,19,1157
501,8430.0,31,31,1145
502,8830.0,27,27,1149
503,9060.0,26,26,1150
504,8780.0,28,28,1148
505,8860.0,28,28,1148
506,8220.0,34,34,1142
507,9410.0,23,23,1153
508,9550.0,21,21,1155
509,8530.0,31,31,1145
510,9270.0,23,23,1153
511,9240.0,24,24,1152
512,8490.0,33,33,1143
513,9990.0,17,17,1159
514,10340.0,14,14,1162
515,10190.0,15,15,1161
516,10150.0,15,15,1161
517,9220.0,24,24,1152
518,9730.0,19,19,1157
519,8790.0,29,29,1147
520,8780.0,28,28,1148
521,9530.0,21,21,1155
522,9690.0,19,19,1157
523,9480.0,22,22,1154
524,8900.0,28,28,1148
525,8980.0,26,26,1150
526,9510.0,21,21,1155
527,8560.0,30,30,1146
528,8760.0,28,28,1148
529,8510.0,31,31,1145
530,9390.0,23,23,1153
531,9220.0,24,24,1152
532,10210.0,15,15,1161
533,8680.0,30,30,1146
534,8470.0,31,31,1145
535,8750.0,29,29,1147
536,8350.0,33,33,1143
537,9510.0,21,21,1155
538,8750.0,29,29,1147
539,10440.0,12,12,1164
540,9000.0,26,26,1150
541,9970.0,17,17,1159
542,8990.0,27,27,1149
543,8270.0,33,33,1143
544,9400.0,22,22,1154
545,9420.0,22,22,1154
546,9530.0,21,21,1155
547,8990.0,27,27,1149
548,10060.0,16,16,1160
549,9950.0,17,17,1159
550,9510.0,21,21,1155
551,9620.0,20,20,1156
552,9530.0,21,21,1155
553,7940.0,36,36,1140
554,9580.0,20,20,1156
555,10120.0,16,16,1160
556,9480.0,22,22,1154
557,9600.0,20,20,1156
558,8990.0,27,27,1149
559,9480.0,22,22,1154
560,9570.0,21,21,1155
561,8310.0,33,33,1143
562,9400.0,22,22,1154
563,9640.0,20,20,1156
564,9130.0,25,25,1151
565,8740.0,30,30,1146
566,9150.0,25,25,1151
567,8660.0,30,30,1146
568,9110.0,25,25,1151
569,9170.0,25,25,1151
570,9390.0,23,23,1153
571,9930.0,17,17,1159
572,8200.0,34,34,1142
573,9790.0,19,19,1157
574,8830.0,29,29,1147
575,9370.0,23,23,1153
576,9580.0,20,20,1156
577,9730.0,19,19,1157
578,9820.0,18,18,1158
579,9540.0,22,22,1154
580,8400.0,32,32,1144
581,9100.0,27,27,1149
582,9150.0,25,25,1151
583,8890.0,27,27,1149
584,9240.0,24,24,1152
585,9570.0,21,21,1155
586,9510.0,21,21,1155
587,8910.0,27,27,1149
588,9660.0,20,20,1156
589,9170.0,25,25,1151
590,9270.0,23,23,1153
591,9020.0,26,26,1150
592,9660.0,20,20,1156
593,10370.0,13,13,1163
594,7750.0,40,40,1136
595,9350.0,23,23,1153
596,9820.0,18,18,1158
597,9020.0,26,26,1150
598,8710.0,29,29,1147
599,9130.0,25,25,1151
600,10010.0,17,17,1159
601,9060.0,26,26,1150
602,9930.0,17,17,1159
603,8880.0,28,28,1148
604,8490.0,31,31,1145
605,9480.0,22,22,1154
606,10060.0,16,16,1160
607,10210.0,15,15,1161
608,9330.0,23,23,1153
609,7370.0,43,43,1133
610,9180.0,24,24,1152
611,9300.0,24,24,1152
612,8900.0,29,29,1147
613,9950.0,17,17,1159
614,9760.0,20,20,1156
615,9310.0,23,23,1153
616,9190.0,25,25,1151
617,9210.0,25,25,1151
618,9290.0,23,23,1153
619,9370.0,23,23,1153
620,9970.0,17,17,1159
621,9500.0,22,22,1154
622,8700.0,32,32,1144
623,8880.0,28,28,1148
624,8480.0,32,32,1144
625,9440.0,22,22,1154
626,9710.0,19,19,1157
627,9630.0,21,21,1155
628,9200.0,24,24,1152
629,9290.0,25,25,1151
630,9480.0,22,22,1154
631,9760.0,20,20,1156
632,9260.0,24,24,1152
633,10160.0,16,16,1160
634,8930.0,27,27,1149
635,9070.0,25,25,1151
636,9910.0,17,17,1159
637,8870.0,27,27,1149
638,8330.0,33,33,1143
639,9000.0,26,26,1150
640,8940.0,26,26,1150
641,9120.0,26,26,1150
642,9820.0,18,18,1158
643,9410.0,23,23,1153
644,8190.0,35,35,1141
645,9660.0,20,20,1156
646,9970.0,17,17,1159
647,8740.0,28,28,1148
648,9100.0,26,26,1150
649,8630.0,29,29,1147
650,9730.0,19,19,1157
651,9930.0,17,17,1159
652,9330.0,23,23,1153
653,9590.0,21,21,1155
654,9790.0,19,19,1157
655,9500.0,22,22,1154
656,9220.0,24,24,1152
657,8990.0,27,27,1149
658,8910.0,27,27,1149
659,8950.0,27,27,1149
660,9600.0,20,20,1156
661,9330.0,23,23,1153
662,9730.0,19,19,1157
663,9400.0,22,22,1154
664,9730.0,19,19,1157
665,9490.0,21,21,1155
666,9310.0,23,23,1153
667,9260.0,24,24,1152
668,9380.0,22,22,1154
669,9470.0,23,23,1153
670,8170.0,35,35,1141
671,9620.0,20,20,1156
672,9790.0,19,19,1157
673,8730.0,29,29,1147
674,8580.0,30,30,1146
675,9280.0,24,24,1152
676,9590.0,21,21,1155
677,9840.0,18,18,1158
678,9880.0,18,18,1158
679,7980.0,39,39,1137
680,9470.0,23,23,1153
681,9680.0,20,20,1156
682,10210.0,15,15,1161
683,9440.0,22,22,1154
684,9210.0,25,25,1151
685,9240.0,24,24,1152
686,9990.0,17,17,1159
687,9350.0,23,23,1153
688,9000.0,26,26,1150
689,9620.0,20,20,1156
690,9750.0,19,19,1157
691,9040.0,26,26,1150
692,9600.0,20,20,1156
693,8690.0,29,29,1147
694,9270.0,23,23,1153
695,9410.0,23,23,1153
696,9120.0,26,26,1150
697,9600.0,20,20,1156
698,8850.0,29,29,1147
699,8420.0,32,32,1144
700,9370.0,23,23,1153
701,9840.0,18,18,1158
702,8820.0,28,28,1148
703,8670.0,31,31,1145
704,9140.0,26,26,1150
705,9430.0,23,23,1153
706,9770.0,19,19,1157
707,9260.0,24,24,1152
708,9130.0,25,25,1151
709,8880.0,28,28,1148
710,9040.0,26,26,1150
711,9350.0,23,23,1153
712,8410.0,31,31,1145
713,9660.0,20,20,1156
714,10350.0,13,13,1163
715,9730.0,19,19,1157
716,9600.0,20,20,1156
717,9580.0,20,20,1156
718,9730.0,19,19,1157
719,9070.0,27,27,1149
720,10150.0,15,15,1161
721,8690.0,29,29,1147
722,9620.0,20,20,1156
723,9880.0,18,18,1158
724,9170.0,25,25,1151
725,9950.0,17,17,1159
726,9970.0,17,17,1159
727,9580.0,20,20,1156
728,9130.0,25,25,1151
729,8420.0,32,32,1144
730,9600.0,20,20,1156
731,9260.0,24,24,1152
732,9770.0,19,19,1157
733,9310.0,23,23,1153
734,9240.0,24,24,1152
735,10190.0,15,15,1161
736,9660.0,20,20,1156
737,8400.0,32,32,1144
738,9200.0,24,24,1152
739,9400.0,22,22,1154
740,8470.0,31,31,1145
741,9680.0,20,20,1156
742,10020.0,16,16,1160
743,9060.0,26,26,1150
744,9290.0,23,23,1153
745,9030.0,27,27,1149
746,9420.0,22,22,1154
747,9740.0,20,20,1156
748,8980.0,26,26,1150
749,9290.0,23,23,1153
750,9160.0,24,24,1152
751,9630.0,21,21,1155
752,9370.0,23,23,1153
753,8620.0,30,30,1146
754,9290.0,25,25,1151
755,9660.0,20,20,1156
756,8980.0,26,26,1150
757,9550.0,21,21,1155
758,9640.0,20,20,1156
759,9180.0,24,24,1152
760,9510.0,21,21,1155
761,9180.0,24,24,1152
762,9320.0,24,24,1152
763,9950.0,17,17,1159
764,9380.0,22,22,1154
765,9130.0,25,25,1151
766,9330.0,23,23,1153
767,8800.0,28,28,1148
768,9860.0,18,18,1158
769,8800.0,28,28,1148
770,9060.0,26,26,1150
771,9770.0,19,19,1157
772,9970.0,17,17,1159
773,9110.0,25,25,1151
774,9030.0,27,27,1149
775,8670.0,29,29,1147
776,9790.0,19,19,1157
777,10610.0,11,11,1165
778,9710.0,19,19,1157
779,9260.0,24,24,1152
780,9110.0,25,25,1151
781,9000.0,26,26,1150
782,8710.0,29,29,1147
783,9640.0,20,20,1156
784,9440.0,22,22,1154
785,9840.0,18,18,1158
786,9930.0,17,17,1159
787,8510.0,31,31,1145
788,9880.0,18,18,1158
789,9900.0,18,18,1158
790,9640.0,20,20,1156
791,9840.0,18,18,1158
792,9610.0,21,21,1155
793,9550.0,21,21,1155
794,9210.0,25,25,1151
795,10240.0,14,14,1162
796,9200.0,24,24,1152
797,9670.0,19,19,1157
798,9460.0,22,22,1154
799,9770.0,19,19,1157
800,9440.0,22,22,1154
801,9420.0,22,22,1154
802,8300.0,34,34,1142
803,10570.0,11,11,1165
804,10190.0,15,15,1161
805,9410.0,23,23,1153
806,9550.0,21,21,1155
807,8820.0,28,28,1148
808,9150.0,26,26,1150
809,10060.0,16,16,1160
810,8280.0,34,34,1142
811,9260.0,24,24,1152
812,10260.0,14,14,1162
813,9480.0,22,22,1154
814,9140.0,24,24,1152
815,9730.0,19,19,1157
816,10170.0,15,15,1161
817,9350.0,23,23,1153
818,9970.0,17,17,1159
819,8840.0,28,28,1148
820,8720.0,28,28,1148
821,9600.0,20,20,1156
822,9320.0,24,24,1152
823,9550.0,21,21,1155
824,9620.0,20,20,1156
825,8330.0,33,33,1143
826,8480.0,32,32,1144
827,8600.0,30,30,1146
828,9190.0,25,25,1151
829,9060.0,26,26,1150
830,9820.0,18,18,1158
831,9260.0,24,24,1152
832,9370.0,23,23,1153
833,9770.0,19,19,1157
834,9580.0,20,20,1156
835,9730.0,19,19,1157
836,8380.0,32,32,1144
837,9750.0,19,19,1157
838,8540.0,30,30,1146
839,9810.0,19,19,1157
840,9730.0,19,19,1157
841,9940.0,18,18,1158
842,10320.0,14,14,1162
843,8790.0,29,29,1147
844,10170.0,15,15,1161
845,10450.0,13,13,1163
846,9100.0,26,26,1150
847,10190.0,15,15,1161
848,9590.0,21,21,1155
849,9040.0,26,26,1150
850,8250.0,35,35,1141
851,9440.0,22,22,1154
852,9310.0,23,23,1153
853,9630.0,21,21,1155
854,9510.0,21,21,1155
855,9060.0,26,26,1150
856,10100.0,16,16,1160
857,9530.0,21,21,1155
858,9610.0,21,21,1155
859,9660.0,20,20,1156
860,9510.0,21,21,1155
861,9360.0,24,24,1152
862,8730.0,29,29,1147
863,8870.0,29,29,1147
864,8600.0,30,30,1146
865,8540.0,30,30,1146
866,8770.0,29,29,1147
867,8890.0,27,27,1149
868,9530.0,21,21,1155
869,9640.0,20,20,1156
870,9160.0,24,24,1152
871,8360.0,32,32,1144
872,9510.0,21,21,1155
873,10220.0,14,14,1162
874,9170.0,25,25,1151
875,9410.0,23,23,1153
876,8260.0,34,34,1142
877,8260.0,34,34,1142
878,8250.0,37,37,1139
879,9860.0,18,18,1158
880,8180.0,34,34,1142
881,9030.0,27,27,1149
882,8800.0,28,28,1148
883,10350.0,13,13,1163
884,8950.0,27,27,1149
885,10080.0,16,16,1160
886,7980.0,36,36,1140
887,9390.0,23,23,1153
888,9350.0,23,23,1153
889,9420.0,22,22,1154
890,9220.0,24,24,1152
891,10010.0,17,17,1159
892,9640.0,20,20,1156
893,8350.0,33,33,1143
894,9280.0,24,24,1152
895,9200.0,24,24,1152
896,9660.0,20,20,1156
897,9330.0,23,23,1153
898,9700.0,20,20,1156
899,9990.0,17,17,1159
900,9180.0,26,26,1150
901,8780.0,28,28,1148
902,9570.0,21,21,1155
903,9820.0,18,18,1158
904,9260.0,24,24,1152
905,8680.0,30,30,1146
906,10440.0,12,12,1164
907,9340.0,24,24,1152
908,9070.0,25,25,1151
909,9500.0,22,22,1154
910,9950.0,17,17,1159
911,9250.0,23,23,1153
912,10020.0,16,16,1160
913,9490.0,21,21,1155
914,9470.0,23,23,1153
915,9710.0,19,19,1157
916,8960.0,26,26,1150
917,9180.0,24,24,1152
918,9430.0,23,23,1153
919,8820.0,28,28,1148
920,9350.0,23,23,1153
921,9170.0,25,25,1151
922,8890.0,27,27,1149
923,10060.0,16,16,1160
924,10370.0,13,13,1163
925,8880.0,28,28,1148
926,9040.0,26,26,1150
927,10260.0,14,14,1162
928,9660.0,20,20,1156
929,9930.0,17,17,1159
930,8780.0,28,28,1148
931,9930.0,17,17,1159
932,9840.0,18,18,1158
933,9640.0,20,20,1156
934,9930.0,17,17,1159
935,10210.0,15,15,1161
936,10040.0,16,16,1160
937,9440.0,22,22,1154
938,9280.0,24,24,1152
939,9630.0,21,21,1155
940,9020.0,26,26,1150
941,9510.0,21,21,1155
942,9900.0,18,18,1158
943,8760.0,28,28,1148
944,8630.0,29,29,1147
945,9350.0,23,23,1153
946,8820.0,28,28,1148
947,9840.0,18,18,1158
948,9660.0,20,20,1156
949,8750.0,29,29,1147
950,9660.0,20,20,1156
951,9580.0,22,22,1154
952,9220.0,24,24,1152
953,9400.0,22,22,1154
954,8830.0,29,29,1147
955,8930.0,27,27,1149
956,8970.0,27,27,1149
957,8670.0,29,29,1147
958,10480.0,12,12,1164
959,8550.0,31,31,1145
960,9550.0,21,21,1155
961,10060.0,16,16,1160
962,9640.0,20,20,1156
963,10060.0,16,16,1160
964,9910.0,17,17,1159
965,9640.0,20,20,1156
966,9360.0,22,22,1154
967,9520.0,22,22,1154
968,10080.0,16,16,1160
969,9620.0,20,20,1156
970,8630.0,33,33,1143
971,9920.0,18,18,1158
972,9510.0,21,21,1155
973,9780.0,18,18,1158
974,9680.0,20,20,1156
975,8820.0,28,28,1148
976,10260.0,14,14,1162
977,9680.0,20,20,1156
978,9640.0,20,20,1156
979,9480.0,22,22,1154
980,9380.0,22,22,1154
981,10160.0,16,16,1160
982,9970.0,17,17,1159
983,10030.0,17,17,1159
984,8930.0,27,27,1149
985,9440.0,22,22,1154
986,9810.0,19,19,1157
987,10120.0,16,16,1160
988,9750.0,19,19,1157
989,9820.0,18,18,1158
990,9470.0,21,21,1155
991,9240.0,24,24,1152
992,8980.0,26,26,1150
993,10170.0,15,15,1161
994,9270.0,23,23,1153
995,9880.0,18,18,1158
